metric,exp_id,reading,arm,value
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,24.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,20.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,58.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,27.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,16.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,60.0
engagement_events_per_user,0,early,treatment,54.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,46.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,33.0
engagement_events_per_user,0,early,treatment,195.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,19.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,54.0
engagement_events_per_user,0,early,treatment,60.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,52.0
engagement_events_per_user,0,early,treatment,44.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,26.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,44.0
engagement_events_per_user,0,early,treatment,0.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,325.0
engagement_events_per_user,0,early,treatment,23.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,26.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,24.0
engagement_events_per_user,0,early,treatment,16.0
engagement_events_per_user,0,early,treatment,0.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,59.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,26.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,45.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,23.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,22.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,28.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,27.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,24.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,118.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,91.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,46.0
engagement_events_per_user,0,early,treatment,36.0
engagement_events_per_user,0,early,treatment,40.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,23.0
engagement_events_per_user,0,early,treatment,35.0
engagement_events_per_user,0,early,treatment,19.0
engagement_events_per_user,0,early,treatment,32.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,32.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,30.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,22.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,37.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,29.0
engagement_events_per_user,0,early,treatment,245.0
engagement_events_per_user,0,early,treatment,16.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,24.0
engagement_events_per_user,0,early,treatment,67.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,27.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,29.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,29.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,0.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,29.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,16.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,35.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,27.0
engagement_events_per_user,0,early,treatment,30.0
engagement_events_per_user,0,early,treatment,13.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,25.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,22.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,0.0
engagement_events_per_user,0,early,treatment,30.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,0.0
engagement_events_per_user,0,early,treatment,23.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,16.0
engagement_events_per_user,0,early,treatment,38.0
engagement_events_per_user,0,early,treatment,19.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,13.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,37.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,16.0
engagement_events_per_user,0,early,treatment,19.0
engagement_events_per_user,0,early,treatment,46.0
engagement_events_per_user,0,early,treatment,16135.0
engagement_events_per_user,0,early,treatment,16.0
engagement_events_per_user,0,early,treatment,27.0
engagement_events_per_user,0,early,treatment,134.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,48.0
engagement_events_per_user,0,early,treatment,0.0
engagement_events_per_user,0,early,treatment,48.0
engagement_events_per_user,0,early,treatment,22.0
engagement_events_per_user,0,early,treatment,29302.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,25.0
engagement_events_per_user,0,early,treatment,334.0
engagement_events_per_user,0,early,treatment,24.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,6120.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,44.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,28.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,19.0
engagement_events_per_user,0,early,treatment,23.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,13.0
engagement_events_per_user,0,early,treatment,21.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,20.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,28.0
engagement_events_per_user,0,early,treatment,0.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,36.0
engagement_events_per_user,0,early,treatment,31.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,18.0
engagement_events_per_user,0,early,treatment,29.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,13.0
engagement_events_per_user,0,early,treatment,20.0
engagement_events_per_user,0,early,treatment,25.0
engagement_events_per_user,0,early,treatment,19.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,25.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,35.0
engagement_events_per_user,0,early,treatment,0.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,39.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,20.0
engagement_events_per_user,0,early,treatment,37.0
engagement_events_per_user,0,early,treatment,13.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,51.0
engagement_events_per_user,0,early,treatment,13.0
engagement_events_per_user,0,early,treatment,19.0
engagement_events_per_user,0,early,treatment,6.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,26.0
engagement_events_per_user,0,early,treatment,16.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,43.0
engagement_events_per_user,0,early,treatment,17.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,13.0
engagement_events_per_user,0,early,treatment,21.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,0.0
engagement_events_per_user,0,early,treatment,22.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,5.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,1.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,13.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,11.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,24.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,18.0
engagement_events_per_user,0,early,treatment,9.0
engagement_events_per_user,0,early,treatment,3116.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,19.0
engagement_events_per_user,0,early,treatment,30.0
engagement_events_per_user,0,early,treatment,23.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,21.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,4.0
engagement_events_per_user,0,early,treatment,331.0
engagement_events_per_user,0,early,treatment,14.0
engagement_events_per_user,0,early,treatment,18.0
engagement_events_per_user,0,early,treatment,22.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,12.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,15.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,18.0
engagement_events_per_user,0,early,treatment,10.0
engagement_events_per_user,0,early,treatment,2.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,24362.0
engagement_events_per_user,0,early,treatment,20.0
engagement_events_per_user,0,early,treatment,3.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,8.0
engagement_events_per_user,0,early,treatment,13.0
engagement_events_per_user,0,early,treatment,7.0
engagement_events_per_user,0,early,treatment,18.0
conversion_rate_per_user,0,long,control,0.20915033
conversion_rate_per_user,0,long,control,0.1328125
conversion_rate_per_user,0,long,control,0.14516129
conversion_rate_per_user,0,long,control,0.14173229
conversion_rate_per_user,0,long,control,0.18803419
conversion_rate_per_user,0,long,control,0.1764706
conversion_rate_per_user,0,long,control,0.12
conversion_rate_per_user,0,long,control,0.24107143
conversion_rate_per_user,0,long,control,0.171875
conversion_rate_per_user,0,long,control,0.4779412
conversion_rate_per_user,0,long,control,0.34920636
conversion_rate_per_user,0,long,control,0.14516129
conversion_rate_per_user,0,long,control,0.07438017
conversion_rate_per_user,0,long,control,0.25833333
conversion_rate_per_user,0,long,control,0.49107143
conversion_rate_per_user,0,long,control,0.13740458
conversion_rate_per_user,0,long,control,0.43362832
conversion_rate_per_user,0,long,control,0.11504425
conversion_rate_per_user,0,long,control,0.108333334
conversion_rate_per_user,0,long,control,0.12781955
conversion_rate_per_user,0,long,control,0.05645161
conversion_rate_per_user,0,long,control,0.4893617
conversion_rate_per_user,0,long,control,0.1092437
conversion_rate_per_user,0,long,control,0.053097345
conversion_rate_per_user,0,long,control,0.14285715
conversion_rate_per_user,0,long,control,0.37007874
conversion_rate_per_user,0,long,control,0.2631579
conversion_rate_per_user,0,long,control,0.09848485
conversion_rate_per_user,0,long,control,0.375
conversion_rate_per_user,0,long,control,0.084033616
conversion_rate_per_user,0,long,control,0.4964539
conversion_rate_per_user,0,long,control,0.18852459
conversion_rate_per_user,0,long,control,0.21014492
conversion_rate_per_user,0,long,control,0.10687023
conversion_rate_per_user,0,long,control,0.11724138
conversion_rate_per_user,0,long,control,0.344
conversion_rate_per_user,0,long,control,0.54867256
conversion_rate_per_user,0,long,control,0.118644066
conversion_rate_per_user,0,long,control,0.08571429
conversion_rate_per_user,0,long,control,0.06504065
conversion_rate_per_user,0,long,control,0.09774436
conversion_rate_per_user,0,long,control,0.359375
conversion_rate_per_user,0,long,control,0.11904762
conversion_rate_per_user,0,long,control,0.14285715
conversion_rate_per_user,0,long,control,0.22727273
conversion_rate_per_user,0,long,control,0.15254237
conversion_rate_per_user,0,long,control,0.47619048
conversion_rate_per_user,0,long,control,0.08661418
conversion_rate_per_user,0,long,control,0.23188406
conversion_rate_per_user,0,long,control,0.19090909
conversion_rate_per_user,0,long,control,0.15384616
conversion_rate_per_user,0,long,control,0.15447155
conversion_rate_per_user,0,long,control,0.03787879
conversion_rate_per_user,0,long,control,0.03448276
conversion_rate_per_user,0,long,control,0.1969697
conversion_rate_per_user,0,long,control,0.20895523
conversion_rate_per_user,0,long,control,0.22689076
conversion_rate_per_user,0,long,control,0.5416667
conversion_rate_per_user,0,long,control,0.46666667
conversion_rate_per_user,0,long,control,0.25862068
conversion_rate_per_user,0,long,control,0.109375
conversion_rate_per_user,0,long,control,0.4
conversion_rate_per_user,0,long,control,0.19672132
conversion_rate_per_user,0,long,control,0.496063
conversion_rate_per_user,0,long,control,0.16935484
conversion_rate_per_user,0,long,control,0.256
conversion_rate_per_user,0,long,control,0.43362832
conversion_rate_per_user,0,long,control,0.33793104
conversion_rate_per_user,0,long,control,0.60583943
conversion_rate_per_user,0,long,control,0.11023622
conversion_rate_per_user,0,long,control,0.25
conversion_rate_per_user,0,long,control,0.0952381
conversion_rate_per_user,0,long,control,0.13380282
conversion_rate_per_user,0,long,control,0.13846155
conversion_rate_per_user,0,long,control,0.16814159
conversion_rate_per_user,0,long,control,0.042735044
conversion_rate_per_user,0,long,control,0.43939394
conversion_rate_per_user,0,long,control,0.09448819
conversion_rate_per_user,0,long,control,0.15503876
conversion_rate_per_user,0,long,control,0.12295082
conversion_rate_per_user,0,long,control,0.061946902
conversion_rate_per_user,0,long,control,0.29245284
conversion_rate_per_user,0,long,control,0.265625
conversion_rate_per_user,0,long,control,0.2521739
conversion_rate_per_user,0,long,control,0.31707317
conversion_rate_per_user,0,long,control,0.08730159
conversion_rate_per_user,0,long,control,0.20353982
conversion_rate_per_user,0,long,control,0.056
conversion_rate_per_user,0,long,control,0.14074074
conversion_rate_per_user,0,long,control,0.24786325
conversion_rate_per_user,0,long,control,0.15441176
conversion_rate_per_user,0,long,control,0.28125
conversion_rate_per_user,0,long,control,0.04761905
conversion_rate_per_user,0,long,control,0.10483871
conversion_rate_per_user,0,long,control,0.114503816
conversion_rate_per_user,0,long,control,0.054263566
conversion_rate_per_user,0,long,control,0.20979021
conversion_rate_per_user,0,long,control,0.45
conversion_rate_per_user,0,long,control,0.102564104
conversion_rate_per_user,0,long,control,0.120300755
conversion_rate_per_user,0,long,control,0.054054055
conversion_rate_per_user,0,long,control,0.06451613
conversion_rate_per_user,0,long,control,0.033333335
conversion_rate_per_user,0,long,control,0.3402778
conversion_rate_per_user,0,long,control,0.14166667
conversion_rate_per_user,0,long,control,0.03937008
conversion_rate_per_user,0,long,control,0.07874016
conversion_rate_per_user,0,long,control,0.23308271
conversion_rate_per_user,0,long,control,0.28125
conversion_rate_per_user,0,long,control,0.18584071
conversion_rate_per_user,0,long,control,0.22321428
conversion_rate_per_user,0,long,control,0.21374045
conversion_rate_per_user,0,long,control,0.114754096
conversion_rate_per_user,0,long,control,0.216
conversion_rate_per_user,0,long,control,0.09016393
conversion_rate_per_user,0,long,control,0.14414415
conversion_rate_per_user,0,long,control,0.06349207
conversion_rate_per_user,0,long,control,0.026086956
conversion_rate_per_user,0,long,control,0.27559054
conversion_rate_per_user,0,long,control,0.24299066
conversion_rate_per_user,0,long,control,0.4047619
conversion_rate_per_user,0,long,control,0.16788322
conversion_rate_per_user,0,long,control,0.042372882
conversion_rate_per_user,0,long,control,0.075630255
conversion_rate_per_user,0,long,control,0.208
conversion_rate_per_user,0,long,control,0.14285715
conversion_rate_per_user,0,long,control,0.18018018
conversion_rate_per_user,0,long,control,0.24475524
conversion_rate_per_user,0,long,control,0.1328125
conversion_rate_per_user,0,long,control,0.0
conversion_rate_per_user,0,long,control,0.32142857
conversion_rate_per_user,0,long,control,0.31666666
conversion_rate_per_user,0,long,control,0.16923077
conversion_rate_per_user,0,long,control,0.24793388
conversion_rate_per_user,0,long,control,0.08064516
conversion_rate_per_user,0,long,control,0.32
conversion_rate_per_user,0,long,control,0.44230768
conversion_rate_per_user,0,long,control,0.06666667
conversion_rate_per_user,0,long,control,0.25203252
conversion_rate_per_user,0,long,control,0.061946902
conversion_rate_per_user,0,long,control,0.37704918
conversion_rate_per_user,0,long,control,0.47328246
conversion_rate_per_user,0,long,control,0.125
conversion_rate_per_user,0,long,control,0.16528925
conversion_rate_per_user,0,long,control,0.26717559
conversion_rate_per_user,0,long,control,0.17355372
conversion_rate_per_user,0,long,control,0.31092438
conversion_rate_per_user,0,long,control,0.052173913
conversion_rate_per_user,0,long,control,0.28125
conversion_rate_per_user,0,long,control,0.35652173
conversion_rate_per_user,0,long,control,0.17054264
conversion_rate_per_user,0,long,control,0.33333334
conversion_rate_per_user,0,long,control,0.31343284
conversion_rate_per_user,0,long,control,0.4245283
conversion_rate_per_user,0,long,control,0.021582734
conversion_rate_per_user,0,long,control,0.42
conversion_rate_per_user,0,long,control,0.41860464
conversion_rate_per_user,0,long,control,0.5412844
conversion_rate_per_user,0,long,control,0.18103448
conversion_rate_per_user,0,long,control,0.11504425
conversion_rate_per_user,0,long,control,0.29007635
conversion_rate_per_user,0,long,control,0.053097345
conversion_rate_per_user,0,long,control,0.071428575
conversion_rate_per_user,0,long,control,0.34920636
conversion_rate_per_user,0,long,control,0.026086956
conversion_rate_per_user,0,long,control,0.23255815
conversion_rate_per_user,0,long,control,0.34074074
conversion_rate_per_user,0,long,control,0.046728972
conversion_rate_per_user,0,long,control,0.38655463
conversion_rate_per_user,0,long,control,0.4369748
conversion_rate_per_user,0,long,control,0.19298245
conversion_rate_per_user,0,long,control,0.03875969
conversion_rate_per_user,0,long,control,0.14516129
conversion_rate_per_user,0,long,control,0.25974026
conversion_rate_per_user,0,long,control,0.042016808
conversion_rate_per_user,0,long,control,0.023255814
conversion_rate_per_user,0,long,control,0.041322313
conversion_rate_per_user,0,long,control,0.27480915
conversion_rate_per_user,0,long,control,0.23529412
conversion_rate_per_user,0,long,control,0.053435113
conversion_rate_per_user,0,long,control,0.24
conversion_rate_per_user,0,long,control,0.18181819
conversion_rate_per_user,0,long,control,0.18253969
conversion_rate_per_user,0,long,control,0.1369863
conversion_rate_per_user,0,long,control,0.118644066
conversion_rate_per_user,0,long,control,0.0234375
conversion_rate_per_user,0,long,control,0.08053691
conversion_rate_per_user,0,long,control,0.1015625
conversion_rate_per_user,0,long,control,0.12403101
conversion_rate_per_user,0,long,control,0.10948905
conversion_rate_per_user,0,long,control,0.2109375
conversion_rate_per_user,0,long,control,0.04918033
conversion_rate_per_user,0,long,control,0.32089552
conversion_rate_per_user,0,long,control,0.20168068
conversion_rate_per_user,0,long,control,0.25185186
conversion_rate_per_user,0,long,control,0.022222223
conversion_rate_per_user,0,long,control,0.45
conversion_rate_per_user,0,long,control,0.27586207
conversion_rate_per_user,0,long,control,0.12698413
conversion_rate_per_user,0,long,control,0.3030303
conversion_rate_per_user,0,long,control,0.3030303
conversion_rate_per_user,0,long,control,0.4390244
conversion_rate_per_user,0,long,control,0.18248175
conversion_rate_per_user,0,long,control,0.14035088
conversion_rate_per_user,0,long,control,0.12903225
conversion_rate_per_user,0,long,control,0.20714286
conversion_rate_per_user,0,long,control,0.009259259
conversion_rate_per_user,0,long,control,0.08264463
conversion_rate_per_user,0,long,control,0.37301588
conversion_rate_per_user,0,long,control,0.10344828
conversion_rate_per_user,0,long,control,0.125
conversion_rate_per_user,0,long,control,0.1570248
conversion_rate_per_user,0,long,control,0.3243243
conversion_rate_per_user,0,long,control,0.21929824
conversion_rate_per_user,0,long,control,0.2631579
conversion_rate_per_user,0,long,control,0.1440678
conversion_rate_per_user,0,long,control,0.20661157
conversion_rate_per_user,0,long,control,0.25
conversion_rate_per_user,0,long,control,0.03875969
conversion_rate_per_user,0,long,control,0.32456142
conversion_rate_per_user,0,long,control,0.067307696
conversion_rate_per_user,0,long,control,0.16935484
conversion_rate_per_user,0,long,control,0.39534885
conversion_rate_per_user,0,long,control,0.046511628
conversion_rate_per_user,0,long,control,0.39370078
conversion_rate_per_user,0,long,control,0.38317758
conversion_rate_per_user,0,long,control,0.1557377
conversion_rate_per_user,0,long,control,0.34351146
conversion_rate_per_user,0,long,control,0.13043478
conversion_rate_per_user,0,long,control,0.14503817
conversion_rate_per_user,0,long,control,0.2991453
conversion_rate_per_user,0,long,control,0.1015625
conversion_rate_per_user,0,long,control,0.14545454
conversion_rate_per_user,0,long,control,0.115384616
conversion_rate_per_user,0,long,control,0.114285715
conversion_rate_per_user,0,long,control,0.36290324
conversion_rate_per_user,0,long,control,0.16793893
conversion_rate_per_user,0,long,control,0.10204082
conversion_rate_per_user,0,long,control,0.23664123
conversion_rate_per_user,0,long,control,0.104477614
conversion_rate_per_user,0,long,control,0.248
conversion_rate_per_user,0,long,control,0.046728972
conversion_rate_per_user,0,long,control,0.06818182
conversion_rate_per_user,0,long,control,0.17460318
conversion_rate_per_user,0,long,control,0.17829457
conversion_rate_per_user,0,long,control,0.11290322
conversion_rate_per_user,0,long,control,0.12903225
conversion_rate_per_user,0,long,control,0.06870229
conversion_rate_per_user,0,long,control,0.1826087
conversion_rate_per_user,0,long,control,0.32089552
conversion_rate_per_user,0,long,control,0.18699187
conversion_rate_per_user,0,long,control,0.38518518
conversion_rate_per_user,0,long,control,0.47727272
conversion_rate_per_user,0,long,control,0.26666668
conversion_rate_per_user,0,long,control,0.19259259
conversion_rate_per_user,0,long,control,0.06428572
conversion_rate_per_user,0,long,control,0.07826087
conversion_rate_per_user,0,long,control,0.296
conversion_rate_per_user,0,long,control,0.29752067
